water_level,volume_mcm
29.92,402.6165965
29.93,402.8455306
29.94,403.0745258
29.95,403.303582
29.96,403.5326991
29.97,403.7618773
29.98,403.9911164
29.99,404.2204166
30.00,404.4497778
30.01,404.6791999
