plotid,center_lon,center_lat,shape,size_m,sample_points,email,flagged,flagged_reason,confidence,collection_time,analysis_duration,common_securewatch_date,total_securewatch_dates,Class:Water bodies,Class:Artificial surfaces,Class:Cultivated land,Class:Treeds areas,Class:Prairies,Class:Wetlands,Class:Other land
919,-0.797692495593981,11.743118538635109,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:42,-20.5 secs,,0,0,0,100.00,0,0,0,0
920,-0.4473495347873677,14.585596889921053,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:43,40.9 secs,,0,0,0,0,0,75.00,25.00,0
921,0.01977441295478339,13.679636345678114,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:43,-17.2 secs,,0,0,0,100.00,0,0,0,0
922,2.0050511908589255,11.857431503127257,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:43,-18.1 secs,,0,0,0,100.00,0,0,0,0
923,-2.549407299627048,12.314200374628834,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:44,18.0 secs,,0,0,0,0,0,100.00,0,0
924,-0.33056854785183,13.452590940009902,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:44,-12.8 secs,,0,0,0,0,0,100.00,0,0
925,-2.7829692734981233,12.656257787807082,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:44,-17.1 secs,,0,0,0,100.00,0,0,0,0
926,-2.7829692734981233,12.08591340319478,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:45,-18.6 secs,,0,0,0,0,0,100.00,0,0
927,0.25333638682585896,12.314200374628834,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:45,-22.4 secs,,0,0,0,100.00,0,0,0,0
928,1.1875842823101612,12.884042357730653,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:46,16.6 secs,,0,0,0,0,0,100.00,0,0
929,-2.3158453257559724,13.452590940009902,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:46,-17.4 secs,,0,0,0,100.00,0,0,0,0
930,-1.7319403910782833,11.170851006286313,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:46,-16.0 secs,,0,0,0,100.00,0,0,0,0
931,-4.768246051402265,9.907959377905094,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:47,-3.9 secs,,0,0,0,0,100.00,0,0,0
932,-4.067560129789039,12.656257787807082,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:47,-15.0 secs,,0,0,0,50.00,50.00,0,0,0
933,1.304365269245699,12.770175728592825,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:47,-8.1 secs,,0,0,0,0,0,100.00,0,0
934,-2.7829692734981233,9.677800789684936,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:48,33.7 secs,,0,0,0,0,0,100.00,0,0
935,-3.950779142853501,11.514350756577553,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:49,0.9 secs,,0,0,0,0,100.00,0,0,0
936,-1.38159743027167,14.585596889921053,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:49,-19.6 secs,,0,0,0,100.00,0,0,0,0
937,-5.118589012208878,11.399896812153566,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:49,-20.6 secs,,0,0,0,100.00,0,0,0,0
938,-3.250093221240274,12.20008147126884,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:49,-21.5 secs,,0,0,0,100.00,0,0,0,0
939,-0.9144734825295189,14.924386293183355,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:50,26.7 secs,,0,0,0,0,0,100.00,0,0
940,-0.6809115086584433,11.971696602722607,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:50,-15.9 secs,,0,0,0,100.00,0,0,0,0
941,0.13655539989032117,11.857431503127257,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:50,-20.5 secs,,0,0,0,100.00,0,0,0,0
942,-4.53468407753119,12.08591340319478,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:51,30.7 secs,,0,0,0,0,50.00,50.00,0,0
943,-5.2353699991444165,11.628758144416393,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:51,-21.5 secs,,0,0,0,100.00,0,0,0,0
944,-3.950779142853501,10.712220046319523,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:51,-20.9 secs,,0,0,0,100.00,0,0,0,0
945,0.25333638682585896,13.79307721680108,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:51,-21.5 secs,,0,0,0,100.00,0,0,0,0
946,-1.0312544694650567,11.28539674910021,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:51,-13.0 secs,,0,0,0,0,100.00,0,0,0
947,-4.301122103660115,12.314200374628834,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:51,-21.5 secs,,0,0,0,100.00,0,0,0,0
948,-4.067560129789039,11.514350756577553,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:51,-15.5 secs,,0,0,0,0,0,100.00,0,0
949,-4.651465064466728,10.826944101500853,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:52,-18.6 secs,,0,0,0,100.00,0,0,0,0
950,0.13655539989032117,11.28539674910021,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:52,-21.1 secs,,0,0,0,100.00,0,0,0,0
951,-1.4983784172072079,14.585596889921053,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:52,15.8 secs,,0,0,0,0,0,100.00,0,0
952,-0.5641305217229056,12.770175728592825,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:53,16.3 secs,,0,0,0,100.00,0,0,0,0
953,-4.885027038337803,9.907959377905094,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:53,-2.0 secs,,0,0,0,0,0,100.00,0,0
954,-3.1333122343047366,10.482641964151282,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:53,-20.9 secs,,0,0,0,100.00,0,0,0,0
955,1.6547082300523124,11.514350756577553,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:54,9.9 secs,,0,0,0,0,0,100.00,0,0
956,-2.0822833518848967,11.514350756577553,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:54,-21.1 secs,,0,0,0,100.00,0,0,0,0
957,-2.899750260433661,9.907959377905094,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:54,-10.9 secs,,0,0,0,100.00,0,0,0,0
958,-4.651465064466728,11.28539674910021,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:55,-18.9 secs,,0,0,0,100.00,0,0,0,0
959,-0.797692495593981,12.656257787807082,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:55,-16.7 secs,,0,0,0,100.00,0,0,0,0
960,-2.1990643388204347,12.08591340319478,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:55,-17.8 secs,,0,0,0,100.00,0,0,0,0
961,-2.899750260433661,11.971696602722607,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:55,-18.2 secs,,0,0,0,100.00,0,0,0,0
962,-0.4473495347873677,13.452590940009902,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:56,29.2 secs,,0,0,0,100.00,0,0,0,0
963,-2.1990643388204347,11.28539674910021,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:56,-19.7 secs,,0,0,0,100.00,0,0,0,0
964,-3.250093221240274,11.514350756577553,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:56,-20.7 secs,,0,0,0,100.00,0,0,0,0
965,-1.2648164433361322,13.338987244883564,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:56,-20.6 secs,,0,0,0,100.00,0,0,0,0
966,-1.38159743027167,12.314200374628834,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:56,-20.8 secs,,0,0,0,100.00,0,0,0,0
967,-1.4983784172072079,12.542288962782777,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:56,-18.4 secs,,0,0,0,100.00,0,0,0,0
968,-0.33056854785183,13.338987244883564,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:57,-15.7 secs,,0,0,0,100.00,0,0,0,0
969,-1.1480354564005943,11.514350756577553,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:57,-18.0 secs,,0,0,0,100.00,0,0,0,0
970,-0.21378756091629217,14.585596889921053,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:58,58.1 secs,,0,0,0,100.00,0,0,0,0
971,-5.2353699991444165,11.28539674910021,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:58,-18.7 secs,,0,0,0,100.00,0,0,0,0
972,0.6036793476324723,13.111619976448992,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:58,-20.1 secs,,0,0,0,100.00,0,0,0,0
973,-3.6004361820468875,12.428269681925315,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:58,-19.8 secs,,0,0,0,100.00,0,0,0,0
974,-5.001808025273341,11.857431503127257,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:59,-14.4 secs,,0,0,0,100.00,0,0,0,0
975,-1.2648164433361322,11.399896812153566,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 10:59,-12.8 secs,,0,0,0,0,0,100.00,0,0
976,-3.3668742081758123,13.111619976448992,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 11:00,49.0 secs,,0,0,0,100.00,0,0,0,0
977,-3.3668742081758123,9.907959377905094,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 11:00,-19.1 secs,,0,0,0,100.00,0,0,0,0
978,-0.6809115086584433,11.28539674910021,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 11:00,-5.0 secs,,0,0,0,50.00,50.00,0,0,0
979,-0.6809115086584433,15.037198169953857,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 11:01,9.7 secs,,0,0,0,0,0,100.00,0,0
980,-0.21378756091629217,12.314200374628834,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 11:02,10.7 secs,,0,0,0,100.00,0,0,0,0
981,-3.3668742081758123,11.857431503127257,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 11:02,-20.2 secs,,0,0,0,100.00,0,0,0,0
982,-0.21378756091629217,11.170851006286313,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 11:02,-2.3 secs,,0,0,50.00,50.00,0,0,0,0
983,-2.0822833518848967,12.656257787807082,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 11:02,-17.7 secs,,0,0,0,100.00,0,0,0,0
984,-1.38159743027167,14.359446562555084,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 11:02,-16.4 secs,,0,0,0,100.00,0,0,0,0
985,-1.4983784172072079,13.22533011625629,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 11:02,-20.4 secs,,0,0,0,100.00,0,0,0,0
986,-3.7172171689824256,12.770175728592825,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 11:03,-16.3 secs,,0,0,0,100.00,0,0,0,0
987,0.8372413215035479,11.170851006286313,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 11:03,29.7 secs,,0,0,0,100.00,0,0,0,0
988,-3.950779142853501,13.338987244883564,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 11:04,-15.2 secs,,0,0,0,100.00,0,0,0,0
989,-2.549407299627048,12.428269681925315,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 11:05,60.9 secs,,0,0,0,100.00,0,0,0,0
990,-0.21378756091629217,11.514350756577553,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 11:05,-12.0 secs,,0,0,0,0,0,100.00,0,0
991,-1.8487213780138212,11.743118538635109,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 11:05,-17.0 secs,,0,0,0,100.00,0,0,0,0
992,-2.3158453257559724,13.679636345678114,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 11:06,-17.1 secs,,0,0,0,100.00,0,0,0,0
993,-2.4326263126915104,13.679636345678114,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 11:06,-15.3 secs,,0,0,0,100.00,0,0,0,0
994,0.9540223084390856,12.542288962782777,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 11:06,-10.2 secs,,0,0,0,0,0,100.00,0,0
995,-2.6661882865625857,13.906462975599126,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 11:06,-19.0 secs,,0,0,0,100.00,0,0,0,0
996,-4.53468407753119,10.252893551731825,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 11:07,28.4 secs,,0,0,0,0,100.00,0,0,0
997,-2.899750260433661,11.28539674910021,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 12:55,-6.1 secs,,0,0,0,100.00,0,0,0,0
998,-0.0970065739807544,12.656257787807082,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 12:55,-19.8 secs,,0,0,0,100.00,0,0,0,0
999,0.7204603345680101,11.170851006286313,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 12:56,-17.0 secs,,0,0,0,100.00,0,0,0,0
1000,-1.38159743027167,14.019793205015777,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 12:56,-21.3 secs,,0,0,0,0,0,100.00,0,0
1001,-2.1990643388204347,13.111619976448992,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 12:56,-18.6 secs,,0,0,0,100.00,0,0,0,0
1002,-4.067560129789039,10.252893551731825,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 12:57,23.5 secs,,0,0,0,100.00,0,0,0,0
1003,-3.1333122343047366,13.111619976448992,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 12:58,3.1 secs,,0,0,0,100.00,0,0,0,0
1004,0.25333638682585896,11.399896812153566,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 12:58,-12.2 secs,,0,0,0,100.00,0,0,0,0
1005,-0.5641305217229056,15.037198169953857,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 12:58,9.4 secs,,0,0,0,0,0,100.00,0,0
1006,-4.53468407753119,12.20008147126884,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 12:58,-19.6 secs,,0,0,0,0,0,100.00,0,0
1007,-4.768246051402265,11.628758144416393,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 12:59,-20.2 secs,,0,0,0,100.00,0,0,0,0
1008,-3.6004361820468875,11.399896812153566,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 12:59,-20.7 secs,,0,0,0,100.00,0,0,0,0
1009,-3.250093221240274,12.770175728592825,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 12:59,-11.3 secs,,0,0,0,100.00,0,0,0,0
1010,-1.1480354564005943,12.542288962782777,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 12:59,-18.1 secs,,0,0,0,100.00,0,0,0,0
1011,-3.1333122343047366,11.743118538635109,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:00,52.7 secs,,0,0,0,100.00,0,0,0,0
1012,-4.417903090595652,11.056260023485923,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:01,11.0 secs,,0,0,0,100.00,0,0,0,0
1013,1.1875842823101612,12.770175728592825,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:01,-9.0 secs,,0,0,0,0,0,100.00,0,0
1014,-3.016531247369199,11.28539674910021,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:01,-20.2 secs,,0,0,0,100.00,0,0,0,0
1015,0.25333638682585896,13.906462975599126,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:01,-17.2 secs,,0,0,0,100.00,0,0,0,0
1016,-2.0822833518848967,11.857431503127257,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:01,-19.2 secs,,0,0,0,100.00,0,0,0,0
1017,-3.950779142853501,11.056260023485923,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:02,-13.9 secs,,0,0,0,100.00,0,0,0,0
1018,2.0050511908589255,12.542288962782777,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:02,-21.0 secs,,0,0,0,100.00,0,0,0,0
1019,-3.3668742081758123,10.137956586921574,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:03,61.8 secs,,0,0,0,100.00,0,0,0,0
1020,-0.0970065739807544,13.452590940009902,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:04,16.0 secs,,0,0,0,0,0,100.00,0,0
1021,-4.651465064466728,10.482641964151282,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:04,-18.0 secs,,0,0,0,100.00,0,0,0,0
1022,-2.7829692734981233,11.056260023485923,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:04,-21.1 secs,,0,0,0,100.00,0,0,0,0
1023,-3.8339981559179637,10.482641964151282,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:04,-10.1 secs,,0,0,0,100.00,0,0,0,0
1024,-0.33056854785183,12.997857248814531,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:04,-20.8 secs,,0,0,0,100.00,0,0,0,0
1025,-1.4983784172072079,12.997857248814531,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:05,0.1 secs,,0,0,0,0,0,100.00,0,0
1026,-2.4326263126915104,12.542288962782777,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:05,-4.2 secs,,0,0,0,0,0,100.00,0,0
1027,-0.5641305217229056,14.246285412853073,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:06,-22.0 secs,,0,0,0,0,0,100.00,0,0
1028,-0.797692495593981,14.472550525451778,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:06,9.4 secs,,0,0,0,0,0,100.00,0,0
1029,-1.8487213780138212,14.359446562555084,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:06,-19.8 secs,,0,0,0,0,0,100.00,0,0
1030,-1.38159743027167,12.542288962782777,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:07,22.1 secs,,0,0,0,100.00,0,0,0,0
1031,-2.899750260433661,13.22533011625629,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:09,28.0 secs,,0,0,0,100.00,0,0,0,0
1032,2.3553941516655392,11.857431503127257,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:09,-13.6 secs,,0,0,0,0,0,100.00,0,0
1033,0.3701173737613967,11.399896812153566,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:09,-15.1 secs,,0,0,0,100.00,0,0,0,0
1034,-1.4983784172072079,12.08591340319478,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:09,-20.4 secs,,0,0,0,100.00,0,0,0,0
1035,-4.417903090595652,10.137956586921574,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:09,-16.8 secs,,0,0,0,0,100.00,0,0,0
1036,1.8882702039233878,12.542288962782777,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:10,-3.8 secs,,0,0,0,0,0,100.00,0,0
1037,-3.3668742081758123,12.428269681925315,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:12,103.0 secs,,0,0,0,100.00,0,0,0,0
1038,-0.5641305217229056,11.971696602722607,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:12,-17.6 secs,,0,0,0,100.00,0,0,0,0
1039,-0.9144734825295189,11.971696602722607,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:12,-18.9 secs,,0,0,0,100.00,0,0,0,0
1040,0.01977441295478339,13.79307721680108,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:12,-17.1 secs,,0,0,0,100.00,0,0,0,0
1041,-4.417903090595652,11.28539674910021,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:12,-18.3 secs,,0,0,0,100.00,0,0,0,0
1042,-4.53468407753119,9.907959377905094,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:12,-19.0 secs,,0,0,0,100.00,0,0,0,0
1043,0.6036793476324723,13.338987244883564,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:14,64.0 secs,,0,0,0,0,0,100.00,0,0
1044,1.1875842823101612,12.20008147126884,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:14,-14.7 secs,,0,0,0,0,100.00,0,0,0
1045,0.4868983606969345,11.28539674910021,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:14,-19.2 secs,,0,0,0,100.00,0,0,0,0
1046,-3.8339981559179637,13.111619976448992,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:14,-20.2 secs,,0,0,0,100.00,0,0,0,0
1047,1.6547082300523124,12.542288962782777,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:14,-16.0 secs,,0,0,0,100.00,0,0,0,0
1048,0.13655539989032117,12.656257787807082,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:15,-17.7 secs,,0,0,0,100.00,0,0,0,0
1049,-1.38159743027167,12.20008147126884,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:15,-8.2 secs,,0,50.00,0,0,0,0,50.00,0
1050,2.0050511908589255,11.743118538635109,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:15,16.1 secs,,0,0,0,100.00,0,0,0,0
1051,-0.0970065739807544,13.679636345678114,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:16,-19.9 secs,,0,0,0,100.00,0,0,0,0
1052,-3.6004361820468875,11.514350756577553,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:16,-19.9 secs,,0,0,0,100.00,0,0,0,0
1053,1.1875842823101612,11.971696602722607,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:16,-19.5 secs,,0,0,0,100.00,0,0,0,0
1054,0.13655539989032117,12.20008147126884,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:16,-17.6 secs,,0,0,0,100.00,0,0,0,0
1055,-4.417903090595652,11.857431503127257,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:16,-18.9 secs,,0,0,0,100.00,0,0,0,0
1056,-0.0970065739807544,12.08591340319478,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:17,40.5 secs,,0,0,0,100.00,0,0,0,0
1057,-2.6661882865625857,13.338987244883564,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:18,22.4 secs,,0,0,0,0,0,100.00,0,0
1058,-2.6661882865625857,12.656257787807082,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:18,-10.4 secs,,0,0,50.00,50.00,0,0,0,0
1059,0.3701173737613967,13.22533011625629,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:19,-6.8 secs,,0,0,0,100.00,0,0,0,0
1060,-1.2648164433361322,12.20008147126884,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:19,-21.0 secs,,0,0,0,100.00,0,0,0,0
1061,-4.885027038337803,11.514350756577553,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:19,25.4 secs,,0,0,0,100.00,0,0,0,0
1062,-1.6151594041427457,12.428269681925315,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:20,-17.1 secs,,0,0,0,100.00,0,0,0,0
1063,-4.417903090595652,10.826944101500853,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:20,-8.6 secs,,0,0,0,100.00,0,0,0,0
1064,-4.067560129789039,10.137956586921574,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:20,-13.4 secs,,0,0,0,100.00,0,0,0,0
1065,-1.7319403910782833,13.111619976448992,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:20,-18.2 secs,,0,0,0,100.00,0,0,0,0
1066,-4.651465064466728,11.056260023485923,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:22,-21.7 secs,,0,0,0,100.00,0,0,0,0
1067,-3.6004361820468875,10.367788826384931,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:22,-16.0 secs,,0,0,0,100.00,0,0,0,0
1068,-0.0970065739807544,13.22533011625629,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:22,-16.2 secs,,0,0,0,100.00,0,0,0,0
1069,-3.8339981559179637,11.971696602722607,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:22,-17.1 secs,,0,0,0,100.00,0,0,0,0
1070,0.4868983606969345,12.770175728592825,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:23,29.2 secs,,0,0,0,100.00,0,0,0,0
1071,-0.5641305217229056,11.743118538635109,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:23,-13.4 secs,,0,0,0,100.00,0,0,0,0
1072,0.13655539989032117,13.338987244883564,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:24,-16.6 secs,,0,0,0,100.00,0,0,0,0
1073,-2.4326263126915104,11.056260023485923,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:24,5.4 secs,,0,0,0,0,100.00,0,0,0
1074,1.6547082300523124,11.971696602722607,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:24,-19.2 secs,,0,0,0,100.00,0,0,0,0
1075,-1.38159743027167,13.906462975599126,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 13:24,-20.8 secs,,0,0,0,100.00,0,0,0,0
