plotid,center_lon,center_lat,shape,size_m,sample_points,email,flagged,flagged_reason,confidence,collection_time,analysis_duration,common_securewatch_date,total_securewatch_dates,Class:Water bodies,Class:Prairies,Class:Cultivated land,Class:Wetlands,Class:Artificial surfaces,Class:Other land,Class:Treeds areas
1226,9.698901443719695,33.00322798923127,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:25,-23.1 secs,,0,0,0,0,0,0,100.00,0
1227,9.698901443719695,33.07853211089425,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:25,-20.4 secs,,0,0,0,0,0,0,100.00,0
1228,9.698901443719695,33.15377182112898,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:25,-21.4 secs,,0,0,0,0,0,0,100.00,0
1229,9.698901443719695,33.22894704539429,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:25,-24.1 secs,,0,0,0,0,0,0,100.00,0
1230,9.698901443719695,33.304057709657116,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:25,-24.2 secs,,0,0,0,0,0,0,100.00,0
1231,9.698901443719695,33.37910374039196,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:25,-18.1 secs,,0,0,100.00,0,0,0,0,0
1232,9.698901443719695,33.45408506458033,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:26,-19.9 secs,,0,0,0,0,0,0,100.00,0
1233,9.698901443719695,33.52900160971016,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:26,-10.5 secs,,0,0,0,0,0,0,100.00,0
1234,9.698901443719695,33.60385330377519,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:26,-20.9 secs,,0,0,0,0,0,0,100.00,0
1235,9.698901443719695,33.67864007527444,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:26,-20.3 secs,,0,0,100.00,0,0,0,0,0
1236,9.698901443719695,33.75336185321156,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:26,-21.3 secs,,0,0,0,0,0,0,100.00,0
1237,9.698901443719695,33.82801856709428,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:26,-8.6 secs,,0,0,0,0,100.00,0,0,0
1238,9.698901443719695,33.902610146933746,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:27,-10.4 secs,,0,0,0,100.00,0,0,0,0
1239,9.698901443719695,33.977136523243935,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:27,-20.9 secs,,0,100.00,0,0,0,0,0,0
1240,9.698901443719695,34.05159762704104,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:27,-21.0 secs,,0,0,0,0,0,0,100.00,0
1241,9.698901443719695,34.125993389842826,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:27,-21.0 secs,,0,0,0,100.00,0,0,0,0
1242,9.698901443719695,34.20032374366799,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:27,-12.7 secs,,0,0,0,100.00,0,0,0,0
1243,9.698901443719695,34.27458862103551,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:27,-23.0 secs,,0,0,0,100.00,0,0,0,0
1244,9.698901443719695,34.34878795496409,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:28,-20.0 secs,,0,100.00,0,0,0,0,0,0
1245,9.698901443719695,34.42292167897133,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:28,-22.2 secs,,0,0,0,0,0,0,100.00,0
1246,9.698901443719695,34.496989727073235,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:28,-22.1 secs,,0,0,0,100.00,0,0,0,0
1247,9.698901443719695,34.57099203378345,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:29,13.5 secs,,0,0,0,0,0,0,100.00,0
1248,9.698901443719695,34.644928534112616,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:29,-14.8 secs,,0,0,100.00,0,0,0,0,0
1249,9.698901443719695,34.71879916356771,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:30,40.2 secs,,0,0,100.00,0,0,0,0,0
1250,9.698901443719695,34.7926038581513,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:30,-21.3 secs,,0,0,0,100.00,0,0,0,0
1251,9.698901443719695,34.86634255436094,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:30,-21.3 secs,,0,0,0,100.00,0,0,0,0
1252,9.698901443719695,34.94001518918838,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:30,-22.5 secs,,0,0,0,100.00,0,0,0,0
1253,9.698901443719695,35.01362170011893,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:31,-22.5 secs,,0,0,0,100.00,0,0,0,0
1254,9.698901443719695,35.08716202513072,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:31,-20.2 secs,,0,0,0,100.00,0,0,0,0
1255,9.698901443719695,35.160636102694,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:32,64.4 secs,,0,0,0,100.00,0,0,0,0
1256,9.698901443719695,35.23404387177039,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:35,134.5 secs,,0,0,0,100.00,0,0,0,0
1257,9.698901443719695,35.30738527181219,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:35,-17.5 secs,,0,0,0,100.00,0,0,0,0
1258,9.698901443719695,35.38066024276161,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:35,-21.6 secs,,0,0,0,100.00,0,0,0,0
1259,9.698901443719695,35.45386872505005,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:35,-19.4 secs,,0,0,0,100.00,0,0,0,0
1260,9.698901443719695,35.52701065959737,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:35,-22.8 secs,,0,0,0,100.00,0,0,0,0
1261,9.698901443719695,35.60008598781112,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:35,-13.7 secs,,0,100.00,0,0,0,0,0,0
1262,9.698901443719695,35.67309465158577,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:35,-22.9 secs,,0,0,0,100.00,0,0,0,0
1263,9.698901443719695,35.74603659330198,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:37,-23.9 secs,,0,0,0,0,0,0,0,100.00
1264,9.698901443719695,35.8189117558258,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:37,-22.9 secs,,0,0,0,0,0,0,0,100.00
1265,9.698901443719695,35.89172008250795,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:37,16.5 secs,,0,0,0,100.00,0,0,0,0
1266,9.698901443719695,35.96446151718297,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:37,-20.5 secs,,0,0,0,100.00,0,0,0,0
1267,9.698901443719695,36.037136004168495,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:37,-22.8 secs,,0,0,0,100.00,0,0,0,0
1268,9.698901443719695,36.10974348826442,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:38,-18.7 secs,,0,0,0,100.00,0,0,0,0
1269,9.698901443719695,36.182283914752155,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:38,-15.7 secs,,0,0,0,100.00,0,0,0,0
1270,9.698901443719695,36.25475722939378,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:38,-16.1 secs,,0,0,0,0,0,0,0,100.00
1271,9.698901443719695,36.32716337843127,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:38,-15.9 secs,,0,0,0,100.00,0,0,0,0
1272,9.698901443719695,36.39950230858568,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:38,-21.2 secs,,0,0,0,100.00,0,0,0,0
1273,9.698901443719695,36.471773967056315,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:38,-21.2 secs,,0,0,0,100.00,0,0,0,0
1274,9.698901443719695,36.5439783015199,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:38,-19.5 secs,,0,0,0,75.00,0,25.00,0,0
1275,9.698901443719695,36.61611526012981,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:38,-22.0 secs,,0,0,0,100.00,0,0,0,0
1276,9.698901443719695,36.68818479151516,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:38,-22.7 secs,,0,0,0,100.00,0,0,0,0
1277,9.698901443719695,36.76018684478007,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:39,-23.1 secs,,0,0,0,100.00,0,0,0,0
1278,9.698901443719695,36.832121369502694,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:39,-5.7 secs,,0,0,0,100.00,0,0,0,0
1279,9.698901443719695,36.90398831573449,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:39,-21.9 secs,,0,0,0,100.00,0,0,0,0
1280,9.698901443719695,36.97578763399933,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:39,-22.1 secs,,0,0,0,100.00,0,0,0,0
1281,9.698901443719695,37.047519275292615,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:39,-22.4 secs,,0,0,0,100.00,0,0,0,0
1282,9.698901443719695,37.11918319108046,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:39,-15.9 secs,,0,0,0,100.00,0,0,0,0
1283,9.698901443719695,37.190779333298806,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:39,-21.4 secs,,0,0,0,100.00,0,0,0,0
1284,9.698901443719695,37.26230765435253,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:39,-19.7 secs,,0,0,0,100.00,0,0,0,0
1285,9.698901443719695,37.33376810711466,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:40,-9.8 secs,,0,0,0,100.00,0,0,0,0
1286,9.788732972131648,30.40512909434489,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:40,-9.7 secs,,0,0,0,0,0,0,100.00,0
1287,9.788732972131648,30.482575191101265,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:40,-22.2 secs,,0,0,0,0,0,0,100.00,0
1288,9.788732972131648,30.559959716692493,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:40,-20.9 secs,,0,0,0,0,0,0,100.00,0
1289,9.788732972131648,30.63728257901942,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:40,-18.9 secs,,0,0,0,0,0,0,100.00,0
1290,9.788732972131648,30.714543686505728,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:40,-22.1 secs,,0,0,0,0,0,0,100.00,0
1291,9.788732972131648,30.791742948097546,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:40,-22.9 secs,,0,0,0,0,0,0,100.00,0
1292,9.788732972131648,30.8688802732632,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:41,-18.8 secs,,0,0,0,0,0,0,100.00,0
1293,9.788732972131648,30.945955571992876,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:41,-21.8 secs,,0,0,0,0,0,0,100.00,0
1294,9.788732972131648,31.022968754798256,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:41,-21.2 secs,,0,0,0,0,0,0,100.00,0
1295,9.788732972131648,31.099919732712287,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:41,-22.6 secs,,0,0,0,0,0,0,100.00,0
1296,9.788732972131648,31.17680841728869,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:41,-22.8 secs,,0,0,0,0,0,0,100.00,0
1297,9.788732972131648,31.25363472060177,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:41,-23.4 secs,,0,0,0,0,0,0,100.00,0
1298,9.788732972131648,31.330398555245925,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:41,-22.5 secs,,0,0,100.00,0,0,0,0,0
1299,9.788732972131648,31.407099834335348,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:41,-21.4 secs,,0,0,100.00,0,0,0,0,0
1300,9.788732972131648,31.483738471503667,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:41,-21.7 secs,,0,0,100.00,0,0,0,0,0
1301,9.788732972131648,31.560314380903492,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:41,-21.8 secs,,0,0,100.00,0,0,0,0,0
1302,9.788732972131648,31.636827477206086,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:41,-18.5 secs,,0,0,100.00,0,0,0,0,0
1303,9.788732972131648,31.71327767560097,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:42,-19.9 secs,,0,0,100.00,0,0,0,0,0
1304,9.788732972131648,31.789664891795443,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:42,-23.9 secs,,0,0,100.00,0,0,0,0,0
1305,9.788732972131648,31.86598904201428,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:42,-21.7 secs,,0,0,0,0,0,0,100.00,0
1306,9.788732972131648,31.94225004299922,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:42,-17.2 secs,,0,0,100.00,0,0,0,0,0
1307,9.788732972131648,32.01844781200854,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:42,-22.2 secs,,0,0,0,0,0,0,100.00,0
1308,9.788732972131648,32.09458226681671,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:42,-22.6 secs,,0,0,0,0,0,0,100.00,0
1309,9.788732972131648,32.17065332571383,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:42,-23.8 secs,,0,0,0,0,0,0,100.00,0
1310,9.788732972131648,32.246660907505266,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:42,-21.3 secs,,0,0,100.00,0,0,0,0,0
1311,9.788732972131648,32.32260493151113,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:42,-19.6 secs,,0,0,100.00,0,0,0,0,0
1312,9.788732972131648,32.39848531756585,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:42,-16.1 secs,,0,0,100.00,0,0,0,0,0
1313,9.788732972131648,32.474301986017686,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:43,-20.0 secs,,0,0,0,0,0,0,100.00,0
1314,9.788732972131648,32.55005485772824,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:43,-22.0 secs,,0,0,0,0,0,0,100.00,0
1315,9.788732972131648,32.62574385407198,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:43,-22.7 secs,,0,0,0,0,0,0,100.00,0
1316,9.788732972131648,32.70136889693571,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:43,-23.5 secs,,0,0,0,0,0,0,100.00,0
1317,9.788732972131648,32.77692990871812,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:43,-22.6 secs,,0,0,0,0,0,0,100.00,0
1318,9.788732972131648,32.852426812329234,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:43,-23.6 secs,,0,0,0,0,0,0,100.00,0
1319,9.788732972131648,32.92785953118991,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:43,-23.8 secs,,0,0,0,0,0,0,100.00,0
1320,9.788732972131648,33.00322798923127,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:43,-24.4 secs,,0,0,0,0,0,0,100.00,0
1321,9.788732972131648,33.07853211089425,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:43,-23.7 secs,,0,0,100.00,0,0,0,0,0
1322,9.788732972131648,33.15377182112898,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:43,-22.4 secs,,0,0,0,0,0,0,100.00,0
1323,9.788732972131648,33.22894704539429,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:43,-23.3 secs,,0,0,0,0,0,0,100.00,0
1324,9.788732972131648,33.304057709657116,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:43,-23.9 secs,,0,0,0,0,0,0,100.00,0
1325,9.788732972131648,33.37910374039196,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:43,-20.3 secs,,0,0,0,0,0,0,100.00,0
1326,9.788732972131648,33.45408506458033,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:44,-15.5 secs,,0,0,0,0,0,0,100.00,0
1327,9.788732972131648,33.52900160971016,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:44,-11.4 secs,,0,0,100.00,0,0,0,0,0
1328,9.788732972131648,33.60385330377519,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:44,-20.8 secs,,0,0,0,0,0,0,100.00,0
1329,9.788732972131648,33.67864007527444,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:44,-21.4 secs,,0,0,0,0,0,0,100.00,0
1330,9.788732972131648,33.75336185321156,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:44,-21.6 secs,,0,0,0,0,0,0,100.00,0
1331,9.788732972131648,33.82801856709428,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:44,-11.9 secs,,0,0,0,100.00,0,0,0,0
1332,9.788732972131648,33.902610146933746,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:44,-14.7 secs,,0,0,0,100.00,0,0,0,0
1333,9.788732972131648,33.977136523243935,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:45,-16.3 secs,,0,100.00,0,0,0,0,0,0
1334,9.788732972131648,34.05159762704104,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:45,-16.6 secs,,0,0,0,0,0,0,100.00,0
1335,9.788732972131648,34.125993389842826,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:45,-21.8 secs,,0,0,0,100.00,0,0,0,0
1336,9.788732972131648,34.20032374366799,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:45,-23.1 secs,,0,0,0,100.00,0,0,0,0
1337,9.788732972131648,34.27458862103551,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:45,-21.9 secs,,0,0,0,100.00,0,0,0,0
1338,9.788732972131648,34.34878795496409,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:45,-19.8 secs,,0,0,0,100.00,0,0,0,0
1339,9.788732972131648,34.42292167897133,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:45,-19.4 secs,,0,0,100.00,0,0,0,0,0
1340,9.788732972131648,34.496989727073235,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:45,-18.5 secs,,0,0,0,100.00,0,0,0,0
1341,9.788732972131648,34.57099203378345,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:45,-23.0 secs,,0,0,0,100.00,0,0,0,0
1342,9.788732972131648,34.644928534112616,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:45,-23.7 secs,,0,0,0,100.00,0,0,0,0
1343,9.788732972131648,34.71879916356771,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:46,-22.2 secs,,0,0,0,100.00,0,0,0,0
1344,9.788732972131648,34.7926038581513,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:46,-18.6 secs,,0,0,0,100.00,0,0,0,0
1345,9.788732972131648,34.86634255436094,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:46,-15.7 secs,,0,0,0,0,0,0,100.00,0
1346,9.788732972131648,34.94001518918838,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:46,-22.6 secs,,0,0,0,100.00,0,0,0,0
1347,9.788732972131648,35.01362170011893,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:46,-22.6 secs,,0,0,0,100.00,0,0,0,0
1348,9.788732972131648,35.08716202513072,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:46,-14.4 secs,,0,100.00,0,0,0,0,0,0
1349,9.788732972131648,35.160636102694,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:46,-22.5 secs,,0,0,0,100.00,0,0,0,0
1350,9.788732972131648,35.23404387177039,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:46,-22.1 secs,,0,0,0,100.00,0,0,0,0
1351,9.788732972131648,35.30738527181219,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:46,-23.4 secs,,0,0,0,100.00,0,0,0,0
1352,9.788732972131648,35.38066024276161,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:47,-12.5 secs,,0,0,0,100.00,0,0,0,0
1353,9.788732972131648,35.45386872505005,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:47,-19.9 secs,,0,0,0,100.00,0,0,0,0
1354,9.788732972131648,35.52701065959737,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:47,-22.4 secs,,0,0,0,100.00,0,0,0,0
1355,9.788732972131648,35.60008598781112,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:47,-21.7 secs,,0,0,0,100.00,0,0,0,0
1356,9.788732972131648,35.67309465158577,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:47,-23.5 secs,,0,0,0,100.00,0,0,0,0
1357,9.788732972131648,35.74603659330198,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:47,-20.8 secs,,0,0,0,100.00,0,0,0,0
1358,9.788732972131648,35.8189117558258,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:47,-22.0 secs,,0,0,0,100.00,0,0,0,0
1359,9.788732972131648,35.89172008250795,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:47,-11.7 secs,,0,0,0,0,0,0,100.00,0
1360,9.788732972131648,35.96446151718297,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:47,-21.3 secs,,0,0,0,100.00,0,0,0,0
1361,9.788732972131648,36.037136004168495,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:48,-19.9 secs,,0,0,0,100.00,0,0,0,0
1362,9.788732972131648,36.10974348826442,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:48,-23.1 secs,,0,0,0,100.00,0,0,0,0
1363,9.788732972131648,36.182283914752155,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:48,-11.9 secs,,0,0,0,0,0,0,0,100.00
1364,9.788732972131648,36.25475722939378,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:48,-22.0 secs,,0,0,0,0,0,0,0,100.00
1365,9.788732972131648,36.32716337843127,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:48,-23.4 secs,,0,0,100.00,0,0,0,0,0
1366,9.788732972131648,36.39950230858568,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:49,-1.8 secs,,0,0,0,100.00,0,0,0,0
1367,9.788732972131648,36.471773967056315,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:49,-19.1 secs,,0,0,0,100.00,0,0,0,0
1368,9.788732972131648,36.5439783015199,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:49,-22.4 secs,,0,0,0,100.00,0,0,0,0
1369,9.788732972131648,36.61611526012981,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:49,-23.8 secs,,0,0,0,100.00,0,0,0,0
1370,9.788732972131648,36.68818479151516,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:49,-23.7 secs,,0,0,0,100.00,0,0,0,0
1371,9.788732972131648,36.76018684478007,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:49,-21.6 secs,,0,0,0,100.00,0,0,0,0
1372,9.788732972131648,36.832121369502694,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:49,-22.9 secs,,0,0,0,100.00,0,0,0,0
1373,9.788732972131648,36.90398831573449,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:49,-23.8 secs,,0,0,0,100.00,0,0,0,0
1374,9.788732972131648,36.97578763399933,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:49,-23.6 secs,,0,0,0,100.00,0,0,0,0
1375,9.788732972131648,37.047519275292615,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:49,-23.7 secs,,0,0,0,100.00,0,0,0,0
1376,9.788732972131648,37.11918319108046,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:49,-21.7 secs,,0,0,0,100.00,0,0,0,0
1377,9.788732972131648,37.26230765435253,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:49,-21.2 secs,,0,0,0,100.00,0,0,0,0
1378,9.878564500543598,30.40512909434489,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:50,-20.9 secs,,0,0,0,0,0,0,100.00,0
1379,9.878564500543598,30.482575191101265,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:50,-22.2 secs,,0,0,0,0,0,0,100.00,0
1380,9.878564500543598,30.559959716692493,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:50,-22.7 secs,,0,0,0,0,0,0,100.00,0
1381,9.878564500543598,30.63728257901942,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:50,-22.9 secs,,0,0,0,0,0,0,100.00,0
1382,9.878564500543598,30.714543686505728,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:50,-23.0 secs,,0,0,0,0,0,0,100.00,0
1383,9.878564500543598,30.791742948097546,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:50,-22.6 secs,,0,0,0,0,0,0,100.00,0
1384,9.878564500543598,30.8688802732632,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 13:50,-22.7 secs,,0,0,0,0,0,0,100.00,0
